145,Yessenia Statton,14,3,0,80882
146,Gerry Dorminey,4,8,0,81220
147,Alta Everette,6,3,0,10063
148,Elsy Galloway,5,6,0,11297
149,Exie Kleis,6,6,0,58455
150,Al Magnusson,0,8,0,47634
151,Cindy Rainer,5,3,0,95320
152,Elsy Galloway,8,1,0,47039
153,Lakisha Perkin,3,10,0,67116
154,Ashton Underwood,10,1,0,90702
155,Tereasa Abril,10,10,0,76224
156,Christiane Mewborn,8,10,0,18821
157,Hosea Cecil,14,5,0,87002
158,Hildegard Leleux,13,8,0,6506
159,Tracy Jimison,0,10,0,2886
160,Karyl Wierenga,5,5,0,29445
161,Erwin Vanhouten,2,9,1,40770
162,Lakita Belgarde,6,1,0,33028
163,Luanne Jerez,15,3,0,15819
164,Faviola Steinert,8,6,0,39805
165,Karyl Slough,16,3,0,251
166,Arlene Tarango,17,3,1,53688
167,Collene Trojan,9,1,0,65273
168,Luanne Jerez,9,7,0,14808
169,Breann Lucien,9,11,0,67975
170,Golda Lorenz,18,11,1,74403
171,Lillia Olmstead,16,9,0,43688
172,Opal Siniard,11,3,0,57218
173,Nubia Dildine,16,2,0,10341
174,Danille Ferrara,3,5,0,90430
175,Jared Lark,18,5,1,26096
176,Michelina Kreitzer,7,11,1,21413
177,Miesha Bertin,12,10,0,53177
178,Corrinne Stocking,15,4,0,89284
179,Ta Sprvill,6,6,0,9282
180,Patience Larkey,3,4,1,31921
181,Inocencia Hu,8,1,1,39041
182,Mitzie Finnegan,8,6,1,15981
183,Leonel Rentz,10,9,0,57998
184,Milford Buckler,1,7,0,94765
185,Nu Claude,18,10,1,67505
186,Hwa Hovey,10,1,0,49223
187,Julianna Landen,13,4,1,72643
188,Jess Maharaj,4,4,0,64199
189,Darrel Shead,8,7,1,30521
190,Faviola Steinert,2,5,1,14173
191,Taneka Crites,17,6,0,9102
192,Mandie Purdie,12,10,1,73290
193,Agustin Routh,1,3,0,35099
194,Darwin Dye,10,4,1,38920
195,Marlys Canale,6,4,0,16393
196,Lorelei Deluca,13,3,1,22572
197,Kazuko Meggs,0,1,0,51084
198,Marlys Canale,15,1,1,55331
199,Mozelle Walt,1,8,0,9562
200,Ashton Underwood,1,8,1,83971
201,Maryetta Holder,8,1,0,4476
202,Portia Harling,3,5,0,15517
203,Holly Duque,15,5,1,80680
204,Elizabet Poling,13,7,0,70109
205,Nakita Scull,10,9,0,60448
206,Roderick Hardiman,13,4,1,1531
207,Taneka Crites,6,7,0,90296
208,Columbus Blazer,10,8,0,66019
209,Beckie Neider,9,10,0,69825
210,Nannette Dimery,11,10,0,63293
211,Luvenia Byard,18,11,0,39101
212,Columbus Blazer,1,1,1,44854
213,Leonel Rentz,4,1,0,29662
214,Michelina Kreitzer,10,3,0,15996
215,Marco Westray,2,7,0,63940
216,Cindy Rainer,1,3,0,16230
217,Ghislaine Casas,1,4,0,86810
218,Exie Kleis,17,8,0,66082
219,Jason Betterton,14,5,0,71343
220,Modesta Parrent,11,6,1,33329
221,Opal Siniard,13,10,0,51243
222,Cyndy Barone,1,1,0,25079
223,Andres Tolman,13,6,0,96778
224,Marlys Canale,3,5,0,77597
225,Vashti Himes,7,6,0,75258
226,Somer Hartz,13,11,0,53356
227,Colleen Santelli,17,10,0,12301
228,Maryetta Holder,11,5,0,56463
229,Michell Mendelsohn,13,4,1,23349
230,Celeste Moad,10,2,0,7168
231,Colleen Santelli,4,1,0,36751
232,Francina Heisey,2,2,0,35438
233,Roscoe Brzezinski,17,10,0,7849
234,Darrel Shead,4,3,0,77609
235,Agustin Routh,5,2,0,21360
236,Shanon Erler,8,11,0,30328
237,Adan Summerville,18,1,0,84057
238,Lorelei Deluca,9,4,0,28309
239,Jenifer Gillam,8,3,0,61756
240,Korey Wirth,15,2,0,79097
241,Veronica Quarterman,8,3,0,72331
242,Portia Harling,1,6,0,51018
243,Tracy Jimison,13,2,1,39904
244,Arden Quiros,9,10,0,27755
245,Christiane Mewborn,7,10,0,8700
246,Rosemarie Ganley,16,7,1,57773
247,Shiloh Kaina,11,1,0,1562
248,Michell Mendelsohn,12,1,1,13191
249,Luvenia Byard,13,9,1,27212
250,Adan Summerville,14,11,0,51878
251,Mandie Purdie,13,9,0,35223
252,Taneka Crites,7,10,1,62803
253,Guy Danos,11,3,0,97406
254,Luvenia Byard,15,4,1,80023
255,Antwan Triggs,6,8,0,3976
256,Guy Danos,16,4,1,69596
257,Fidelia Klimek,3,9,0,71963
258,Tabatha Rueda,1,4,0,47432
259,Somer Hartz,11,10,0,9774
260,Guy Danos,9,6,0,76513
261,Yon Tourville,5,11,0,43711
262,Korey Wirth,15,11,0,37811
263,Francene Kruchten,16,11,1,9015
264,Mandie Purdie,15,2,0,39928
265,Suzi Simmon,17,5,0,59529
266,Tiesha Dymond,3,1,0,29417
267,Giovanna Ripple,13,9,0,93756
268,Annis Acey,18,10,0,80747
269,Hildegard Leleux,8,4,1,88847
270,Korey Wirth,17,5,1,17989
271,Faviola Steinert,8,4,1,6781
272,Modesta Parrent,7,5,0,45144
273,Erwin Vanhouten,3,11,0,7291
274,Karyl Wierenga,6,7,0,22938
275,Nakita Scull,7,2,0,8838
276,Michelina Kreitzer,12,5,0,3388
277,Danille Ferrara,13,2,0,48877
278,Wilber Conry,7,9,0,52376
279,Vania Herzig,10,1,0,84904
280,Nakita Scull,3,6,1,24494
281,Vashti Himes,1,10,0,96851
282,Jenifer Gillam,12,3,0,87079
283,Sarina Reddix,14,6,0,81840
284,Columbus Blazer,12,9,0,6223
285,Jolie Isham,16,10,0,24592
286,Santos Mickel,15,2,0,44133
287,Adell Easterling,9,8,0,33119
288,Wilbert Yeung,8,9,0,90180
289,Korey Wirth,3,6,0,74300
290,Hosea Cecil,12,6,0,46254
291,Kazuko Meggs,12,9,1,88337
292,Nichelle Nantz,5,8,1,75919
293,Modesta Parrent,8,1,1,37462
294,Sarina Reddix,2,8,0,93273
295,Danille Ferrara,16,4,0,1044
296,Corrinne Stocking,13,2,0,98279
297,Avery Bal,9,7,0,16150
298,Golda Lorenz,14,9,0,42438
299,Santos Mickel,8,11,0,6326
300,Voncile Deangelo,7,2,0,83254
301,Ta Sprvill,14,9,1,38346
302,Angella Hamid,15,8,1,52332
303,Samara Bolin,1,1,1,37587
304,Francene Kruchten,18,5,1,52474
305,Francene Kruchten,6,9,0,70071
306,Philip Dogan,0,8,1,66725
307,Heath Slocum,12,6,1,20896
308,Roseline Baham,1,4,0,70566
309,Leonel Rentz,2,8,0,93861
310,Andree Melgarejo,5,1,0,83762
311,Eric Shedd,15,2,0,71912
312,Luanne Jerez,17,1,0,8124
313,Tiesha Dymond,2,1,0,63577
314,Tereasa Abril,14,6,1,8078
315,Melia Archambeault,15,3,0,24923
316,Hosea Cecil,13,7,0,71309
317,Pura Rising,10,2,0,35074
318,Hildegard Leleux,2,10,0,31170
319,Karyl Wierenga,10,7,1,92642
320,Melia Archambeault,11,3,1,65680
321,Isaac Knittel,2,10,0,2880
322,Branda Falgout,12,10,1,67186
323,Esther Deramus,15,2,0,7422
324,Gilda Pestana,6,11,0,23666
325,Kittie Hames,12,5,0,73585
326,Nicolle Stayer,14,1,1,33569
327,Wilbert Yeung,15,5,0,21858
328,Man Sevin,10,10,0,54166
329,Lorelei Deluca,8,1,0,88297
330,Princess Roof,9,5,0,64625
331,Jolie Isham,4,7,0,99221
332,Maryetta Holder,12,2,1,63172
333,Ghislaine Casas,8,8,0,24066
334,Somer Hartz,1,1,1,2048
335,Jared Lark,17,8,0,23185
336,Sheena Rafter,15,8,0,96789
337,Luvenia Byard,12,7,0,27470
338,Kittie Hames,15,3,0,25798
339,Michell Mendelsohn,5,6,0,20178
340,Holly Duque,10,11,0,62817
341,Jared Lark,8,5,1,90290
342,Noah Wash,11,3,0,42825
343,Kazuko Meggs,3,2,1,79875
344,Mozelle Walt,3,10,1,51991
345,Akilah Grote,8,6,0,7232
346,Hosea Cecil,10,8,1,21762
347,Marlys Canale,17,11,1,53947
348,Roma Stanford,9,8,0,95329
349,Holli Amezquita,1,7,1,40386
350,Korey Wirth,17,3,0,45556
351,Sharan Lacombe,2,3,0,67609
352,Hwa Hovey,4,11,0,46118
353,Celeste Moad,13,11,0,3077
354,Elsy Galloway,12,7,0,70906
355,Giovanna Ripple,11,7,1,61404
356,Barbera Sanders,5,11,1,48799
357,Inocencia Hu,12,1,0,59026
358,Veronica Quarterman,0,5,0,25758
359,Lorelei Deluca,3,10,1,34852
360,Milford Buckler,11,2,1,1587
361,Philip Dogan,17,6,1,54508
362,Branda Falgout,17,5,0,46922
363,Maryetta Holder,9,2,1,38362
364,Shanon Bohnert,4,9,0,20467
365,Kittie Hames,5,7,1,22013
366,Graham Garon,3,6,0,31013
367,Arlene Tarango,7,6,1,78289
368,Sarina Reddix,12,9,0,44062
369,Faviola Steinert,11,11,0,80864
370,Roderick Hardiman,2,4,0,26099
371,Jolie Isham,13,4,0,92910
372,Roma Stanford,11,3,0,44931
373,Annamaria Fanelli,13,9,0,98712
374,Will Moody,2,9,1,44685
375,Lillia Olmstead,0,6,0,46194
376,Romelia Gash,10,6,1,78490
377,Darwin Dye,18,5,1,29327
378,Yadira Farris,1,4,0,93148
379,Graham Garon,1,9,0,90781
380,Wilber Conry,7,6,0,20586
381,Krystina Lapp,8,5,0,91629
382,Santos Mickel,12,2,0,83510
383,Alta Everette,2,3,1,60021
384,Fermina Walko,4,1,0,18004
385,Wade Huffines,8,4,1,23598
386,Inocencia Hu,7,8,0,32608
387,Hwa Hovey,12,2,1,41858
388,Sheena Rafter,4,11,0,54511
389,Imelda Knarr,15,11,1,18198
390,Tracy Jimison,8,10,0,88189
391,Cassi Zayac,1,11,0,81516
392,Wilber Conry,11,6,0,98907
393,Holli Amezquita,0,4,0,11823
394,Elsy Galloway,10,6,1,74216
395,Daniele Porter,18,9,0,55200
396,Nelly Tacey,3,10,0,18585
397,Eulalia Mcanally,3,3,1,27605
398,Collene Trojan,1,6,0,54979
399,Jeanene Astin,3,1,0,43552
400,Ashton Underwood,10,7,0,14392
401,Holly Duque,7,11,0,91429
402,Chang Ko,8,11,1,33030
403,Inocencia Hu,2,3,0,66527
404,Karyl Wierenga,11,7,0,21758
405,Miesha Bertin,7,11,0,38212
406,Lorelei Deluca,13,5,1,54678
407,Tamiko Tso,11,10,1,52145
408,Agustin Routh,6,5,0,41700
409,Pura Rising,0,2,0,27678
410,Cristal Hennessy,9,8,0,27822
411,Nichelle Nantz,4,6,0,83127
412,Tien Weller,6,1,1,62319
413,Blaine Wolcott,7,11,0,54839
414,Vashti Himes,18,4,0,96884
415,Eulalia Mcanally,0,10,0,56793
416,Sylvester Peper,18,5,0,75760
417,Mozelle Walt,1,9,0,49172
418,Roderick Hardiman,7,5,0,69177
419,Ghislaine Casas,5,4,0,22849
420,Elsy Galloway,5,1,0,50443
421,Tien Weller,18,4,0,38283
422,Columbus Blazer,5,8,0,69771
423,Vashti Himes,13,2,0,67789
424,Danille Ferrara,6,2,0,78922
425,Dovie Brickey,8,5,1,55194
426,Audra Barahona,8,5,0,96606
427,Noah Wash,4,5,0,62690
428,Fidelia Klimek,3,3,0,95125
429,Leatrice Hoyt,11,10,0,66833
430,Corrinne Stocking,5,7,0,40426
431,Annis Acey,5,11,1,23856
432,Tereasa Abril,2,1,0,13597
433,Tiesha Dymond,0,4,1,90699
434,Jason Betterton,5,8,0,54817
435,Courtney Rosa,1,3,0,93303
436,Marcelina Romney,7,10,0,46730
437,Fermina Walko,9,4,0,52153
438,Antwan Triggs,10,7,0,82710
439,Gerry Dorminey,17,5,0,53228
440,Sachiko Deanda,11,11,1,17466
441,Tiffany Foutch,0,2,0,85460
442,Patience Larkey,8,9,0,91835
443,Carlie Riggan,14,1,0,11467
444,Karma Endo,8,6,0,48956
445,Barbera Sanders,8,4,0,84601
446,Erwin Vanhouten,18,10,0,41577
447,Andree Melgarejo,16,11,1,92413
448,Celeste Moad,8,6,1,13377
449,Princess Roof,7,11,1,25264
450,Cherie Vides,4,8,0,73301
451,Modesta Parrent,12,2,0,51875
452,Christiane Mewborn,1,5,0,41994
453,Holli Amezquita,6,9,0,28904
454,Nichelle Nantz,4,11,0,20710
455,Fermina Walko,10,2,1,50135
456,Stan Christensen,15,9,0,26344
457,Will Moody,2,5,0,47044
458,Somer Hartz,11,9,0,79444
459,Corene Latshaw,6,1,0,79080
460,Karena Hout,1,1,0,48852
461,Darrel Shead,11,7,0,69125
462,Dana Villescas,7,7,1,39800
463,Fidelia Klimek,14,8,0,7265
464,Nubia Dildine,12,6,1,91579
465,Yon Tourville,13,6,0,63389
466,Rossie Justiniano,11,10,1,58356
467,Branda Falgout,9,4,1,22798
468,Barbera Sanders,14,5,0,49384
469,Lucas Rufus,15,6,1,24775
470,Tien Weller,3,9,1,48604
471,Yon Tourville,10,4,0,91818
472,Hosea Cecil,1,2,0,79816
473,Suzi Simmon,1,4,0,60026
474,Tabatha Rueda,12,8,1,68633
475,Magda Victory,14,11,0,10961
476,Danille Ferrara,12,8,0,34744
477,Vashti Himes,10,3,0,14167
478,Roma Stanford,11,8,1,89742
479,Imelda Knarr,11,11,0,28058
480,Mitzie Finnegan,3,10,0,32323
481,Golda Lorenz,2,2,0,48949
482,Tosha Prestridge,6,6,1,9783
483,Tien Weller,12,3,0,16921
484,Erwin Vanhouten,11,9,1,85621
485,Marco Westray,13,4,0,86264
486,Kazuko Meggs,17,1,0,38209
487,Trudie Borgen,9,3,1,74402
488,Julianna Landen,11,7,0,85650
489,Adan Summerville,9,10,1,48699
490,Cindy Rainer,9,2,0,4172
491,Hyon Racanelli,7,2,0,36413
492,Mandie Purdie,3,7,0,89257
493,Annamaria Fanelli,1,3,0,84942
494,Marlys Canale,10,8,0,14936
495,Princess Roof,18,9,1,11506
496,Sina Rando,10,2,0,6370
497,Suzi Simmon,14,8,0,72719
498,Nubia Dildine,14,4,0,58585
499,Sina Rando,6,4,0,76076
500,Marcelina Romney,9,10,0,93772
501,Randolph Weick,17,1,0,36467
502,Nakita Scull,0,8,0,82136
503,Cassi Zayac,8,9,0,73828
504,Roma Stanford,3,11,0,27929
505,Sarina Reddix,12,5,0,53685
506,Kittie Hames,16,7,0,75042
507,Sheena Rafter,17,11,0,23043
508,Alvera Mallette,3,8,0,13835
509,Nolan Mcgarr,10,1,0,48162
510,Ashton Underwood,8,2,0,10744
511,Francene Kruchten,6,10,0,98206
512,Blaine Wolcott,15,7,0,41339
513,Olen Bax,15,3,0,7458
514,Tien Weller,4,8,0,33228
515,Nakita Scull,18,10,0,4844
516,Jolie Isham,2,1,0,82204
517,Somer Hartz,3,5,0,14630
518,Pura Rising,13,1,1,55446
519,Melia Archambeault,7,6,0,1905
520,Sachiko Deanda,5,2,1,30352
521,Imelda Knarr,10,2,0,94759
522,Man Sevin,10,7,1,91684
523,Corrinne Stocking,18,10,0,53161
524,Wade Huffines,12,11,1,24090
525,Maryetta Holder,4,5,1,45066
526,Hwa Hovey,8,3,0,82199
527,Annis Acey,7,6,0,70710
528,Isaac Knittel,8,1,0,84474
529,Tosha Prestridge,18,2,0,37
530,Corrinne Stocking,12,8,0,59765
531,Cherie Vides,8,3,0,82457
532,Matha Tejada,9,4,1,39793
533,Julene Steadman,9,11,1,87198
534,Santos Mickel,5,6,1,29208
535,Cassi Zayac,7,7,0,2444
536,Wanita Dvorak,16,3,0,95536
537,Delcie Hardnett,16,8,0,50794
538,Isaac Knittel,9,11,0,49968
539,Man Sevin,3,3,1,19996
540,Sylvester Peper,1,10,0,5828
541,Julius Kitchin,12,4,0,48607
542,Melia Archambeault,4,2,0,50535
543,Andree Melgarejo,5,3,0,9716
544,Adell Easterling,2,3,0,24039
545,Marlys Canale,14,3,1,82267
546,Heath Slocum,14,5,1,52176
547,Corene Latshaw,7,4,0,8507
548,Delcie Hardnett,9,8,0,51272
549,Yadira Farris,4,6,0,59848
550,Sheena Rafter,0,11,0,70790
551,Nelly Tacey,2,1,0,30782
552,Talia Keasey,7,6,0,93349
553,Marco Westray,9,9,0,89234
554,Michell Mendelsohn,17,6,0,25532
555,Roma Stanford,7,8,0,91330
556,Roseline Baham,8,5,0,63368
557,Princess Roof,0,1,1,61594
558,Modesta Parrent,16,2,0,80216
559,Olen Bax,9,3,0,71290
560,Columbus Blazer,3,7,0,94561
561,Al Magnusson,17,9,0,72146
562,Cristal Hennessy,4,4,0,74309
563,Annamaria Fanelli,4,2,0,35309
564,Roderick Hardiman,17,10,0,67518
565,Francene Kruchten,0,7,0,30683
566,Masako Caldera,11,9,0,39052
567,Emelda Ayotte,10,7,0,65895
568,Reiko Converse,15,7,0,80645
569,Andree Melgarejo,10,2,1,68691
570,Marco Westray,16,4,0,70944
571,Milford Buckler,9,2,0,72699
572,Cathey Oden,17,10,1,65179
573,Ghislaine Casas,0,1,0,59010
574,Francina Heisey,5,10,0,19395
575,Romelia Gash,13,3,0,62196
576,Celeste Moad,16,11,1,63495
577,Exie Kleis,0,5,1,76665
578,Delcie Hardnett,16,7,1,71277
579,Beverley Shilling,3,7,1,51579
580,Roma Stanford,6,4,0,67354
581,Talia Keasey,13,9,0,79662
582,Taneka Crites,16,6,0,72102
583,Trudie Borgen,15,9,0,68702
584,Tabatha Rueda,2,9,1,55949
585,Erwin Vanhouten,3,9,0,50881
586,Veronica Quarterman,1,2,1,43332
587,Cyndy Barone,4,11,0,69320
588,Dana Villescas,0,9,1,33670
589,Alta Everette,13,6,1,11303
590,Francina Heisey,5,2,0,54967
591,Modesta Parrent,16,1,1,7412
592,Ta Sprvill,10,2,0,41502
593,Chang Ko,14,3,0,59292
594,Corrinne Stocking,12,11,0,57901
595,Eulalia Mcanally,18,3,0,91077
596,Akilah Grote,1,10,0,99213
597,Michell Mendelsohn,17,8,1,61349
598,Agustin Routh,16,8,0,4288
599,Corene Latshaw,0,2,0,96325
600,Shakia Rowlett,3,8,1,10548
601,Yadira Farris,7,11,1,75448
602,Nakita Scull,8,3,0,73421
603,Cassi Zayac,16,4,0,5668
604,Fermina Walko,10,10,0,4967
605,Christiane Mewborn,7,11,0,90668
606,Will Moody,2,11,0,4433
607,Holly Duque,18,4,0,53478
608,Isaac Knittel,6,8,0,23947
609,Cassi Zayac,6,6,0,10303
610,Leonel Rentz,17,11,0,68842
611,Tiffany Foutch,18,3,0,53720
612,Carley Hubbert,10,3,0,18493
613,Kendrick Wannamaker,12,7,0,20406
614,Luvenia Byard,11,11,1,41526
615,Suzi Simmon,8,10,1,17160
616,Samara Bolin,12,2,0,23280
617,Matha Tejada,17,10,0,8055
618,Michelina Kreitzer,5,4,0,41849
619,Yadira Farris,8,5,1,88672
620,Cyndy Barone,4,1,0,74891
621,Samara Bolin,15,5,1,76142
622,Jess Maharaj,1,3,0,40233
623,Jarvis Nowland,9,2,0,930
624,Francina Heisey,3,4,0,86003
625,Michell Mendelsohn,16,6,0,66218
626,Jeanene Astin,9,5,1,31935
627,Corrinne Stocking,8,2,1,13926
628,Michelina Kreitzer,0,1,0,42543
629,Carlie Riggan,7,1,0,28136
630,Al Magnusson,5,7,0,72194
631,Jarvis Nowland,4,4,0,20890
632,Dana Villescas,13,2,0,9845
633,Kazuko Meggs,8,1,0,76119
634,Sarina Reddix,7,9,0,39991
635,Tracy Jimison,9,6,0,90304
636,Suzi Simmon,8,6,0,41398
637,Trudie Borgen,17,3,0,14424
638,Sheena Rafter,18,9,0,22338
639,Tamiko Tso,6,10,0,23077
640,Lakita Belgarde,15,8,0,28442
641,Heath Slocum,17,8,0,99191
642,Pura Rising,1,5,0,60076
643,Jason Betterton,15,11,1,73324
644,Collene Trojan,5,3,0,74524
645,Arlene Tarango,17,2,0,45124
646,Barbera Sanders,10,2,0,69824
647,Eric Shedd,8,9,0,50603
648,Philip Dogan,7,11,0,85577
649,Rosemarie Ganley,17,1,1,78806
650,Eric Shedd,15,5,0,53932
651,Roseline Baham,4,11,0,2503
652,Faviola Steinert,18,10,1,6989
653,Hildegard Leleux,11,8,0,66194
654,Branda Falgout,7,2,0,82890
655,Tosha Prestridge,10,1,0,24393
656,Carlie Riggan,18,6,0,81808
657,Inocencia Hu,7,10,1,24809
658,Jason Betterton,5,6,1,57117
659,Alvera Mallette,15,9,0,55181
660,Philip Dogan,14,1,0,61371
661,Patience Larkey,16,4,1,74684
662,Magda Victory,13,11,0,73445
663,Dana Villescas,5,2,0,79759
664,Luvenia Byard,15,2,0,69143
665,Tiesha Dymond,15,6,0,6563
666,Sina Rando,0,8,1,12714
667,Marco Westray,13,8,1,66678
668,Leonel Rentz,17,3,0,46045
669,Tereasa Abril,5,11,0,60727
670,Wilbert Yeung,11,5,0,48188
671,Annis Acey,8,1,1,13420
672,Estella Goodspeed,4,2,0,68913
673,Jaqueline Reece,3,7,1,24692
674,Sachiko Deanda,8,8,0,20499
675,Modesta Parrent,10,9,0,97628
676,Avery Bal,1,9,1,12661
677,Milford Buckler,1,9,0,92888
678,Luanne Jerez,14,11,0,35473
679,Carley Hubbert,7,2,0,94475
680,Alta Everette,14,8,1,57820
681,Cassi Zayac,18,2,0,39125
682,Karyl Wierenga,8,10,0,62179
683,Roma Stanford,6,2,0,86755
684,Leatrice Hoyt,7,2,0,65252
685,Colleen Santelli,5,9,0,46557
686,Lillia Olmstead,11,9,1,19629
687,Julene Steadman,9,5,1,30015
688,Mitzie Finnegan,0,8,0,92112
689,Fermina Walko,16,5,1,88649
690,Cherie Vides,5,5,0,26323
691,Lillia Olmstead,14,10,0,60017
692,Rossie Justiniano,17,3,1,25331
693,Luvenia Byard,13,11,0,93243
694,Christiane Mewborn,11,5,1,19015
695,Corene Latshaw,4,4,1,3981
696,Cassi Zayac,18,8,0,69213
697,Samara Bolin,13,2,1,97220
698,Michelina Kreitzer,3,6,0,88651
699,Carlie Riggan,2,9,0,73281
700,Reiko Converse,3,4,0,29347
701,Santos Mickel,8,7,0,7400
702,Hosea Cecil,18,6,0,46816
703,Cyndy Barone,9,9,0,97399
704,Darrel Shead,9,8,0,6469
705,Shanon Bohnert,5,10,1,81829
706,Esther Deramus,3,11,0,18139
